COMPUESTO,Fórmula,Nomenclatura Tradicional,Nomenclatura de Stock,Nomenclatura Sistemática
Compuestos Binarios,BrCl,Cloruro hipobromoso,Cloruro de bromo (I),Monocloruro de bromo
Compuestos Binarios,BrF,Fluoruro hipobromoso,Fluoruro de bromo (I),Monofluoruro de bromo
Compuestos Binarios,ClF,Fluoruro hipocloroso,Fluoruro de cloro (I),Monofluoruro de cloro
Compuestos Binarios,IBr,Bromuro hipoyodoso,Bromuro de yodo (I),Monobromuro de yodo
Compuestos Binarios,ICl,Cloruro hipoyodoso,Cloruro de yodo (I),Monocloruro de yodo
Compuestos Binarios,IF,Fluoruro hipoyodoso,Fluoruro de yodo (I),Monofluoruro de yodo
Compuestos Binarios,S₂I₂,Yoduro hiposulfuroso,Yoduro de azufre (II),Diyoduro de diazufre
Compuestos Binarios,S₂Br₂,Bromuro hiposulfuroso,Bromuro de azufre (II),Dibromuro de diazufre
Compuestos Binarios,SCl₂,Cloruro hiposulfuroso,Cloruro de azufre (II),Dicloruro de azufre
Compuestos Binarios,SF₂,Fluoruro hiposulfuroso,Fluoruro de azufre (II),Difluoruro de azufre
Compuestos Binarios,AsI₃,Yoduro arsenioso,Yoduro de arsénico (III),Triyoduro de arsénico
Compuestos Binarios,AsBr₃,Bromuro arsenioso,Bromuro de arsénico (III),Tribromuro de arsénico
Compuestos Binarios,AsCl₃,Cloruro arsenioso,Cloruro de arsénico (III),Tricloruro de arsénico
Compuestos Binarios,AsF₃,Fluoruro arsenioso,Fluoruro de arsénico (III),Trifluoruro de arsénico
Compuestos Binarios,BI₃,Yoduro bórico,Yoduro de boro (III),Triyoduro de boro
Compuestos Binarios,BBr₃,Bromuro bórico,Bromuro de boro (III),Tribromuro de boro
Compuestos Binarios,BCl₃,Cloruro bórico,Cloruro de boro (III),Tricloruro de boro
Compuestos Binarios,BF₃,Fluoruro bórico,Fluoruro de boro (III),Trifluoruro de boro
Compuestos Binarios,NI₃,Yoduro nitroso,Yoduro de nitrógeno (III),Triyoduro de nitrógeno
Compuestos Binarios,NBr₃,Bromuro nitroso,Bromuro de nitrógeno (III),Tribromuro de nitrógeno
Compuestos Binarios,NCl₃,Cloruro nitroso,Cloruro de nitrógeno (III),Tricloruro de nitrógeno
Compuestos Binarios,NF₃,Fluoruro nitroso,Fluoruro de nitrógeno (III),Trifluoruro de nitrógeno
Compuestos Binarios,PI₃,Yoduro fosforoso,Yoduro de fósforo (III),Triyoduro de fósforo
Compuestos Binarios,PBr₃,Bromuro fosforoso,Bromuro de fósforo (III),Tribromuro de fósforo
Compuestos Binarios,PCl₃,Cloruro fosforoso,Cloruro de fósforo (III),Tricloruro de fósforo
Compuestos Binarios,PF₃,Fluoruro fosforoso,Fluoruro de fósforo (III),Trifluoruro de fósforo
Compuestos Binarios,SbI₃,Yoduro antimonioso,Yoduro de antimonio (III),Triyoduro de antimonio
Compuestos Binarios,SbBr₃,Bromuro antimonioso,Bromuro de antimonio (III),Tribromuro de antimonio
Compuestos Binarios,SbCl₃,Cloruro antimonioso,Cloruro de antimonio (III),Tricloruro de antimonio
Compuestos Binarios,SbF₃,Fluoruro antimonioso,Fluoruro de antimonio (III),Trifluoruro de antimonio
Compuestos Binarios,CI₄,Yoduro carbónico,Yoduro de carbono (IV),Tetrayoduro de carbono
Compuestos Binarios,CBr₄,Bromuro carbónico,Bromuro de carbono (IV),Tetrabromuro de carbono
Compuestos Binarios,CCl₄,Cloruro carbónico,Cloruro de carbono (IV),Tetracloruro de carbono
Compuestos Binarios,CF₄,Fluoruro carbónico,Fluoruro de carbono (IV),Tetrafluoruro de carbono
Compuestos Binarios,SeI₄,Yoduro selenioso,Yoduro de selenio (IV),Tetrayoduro de selenio
Compuestos Binarios,SeBr₄,Bromuro selenioso,Bromuro de selenio (IV),Tetrabromuro de selenio
Compuestos Binarios,SeCl₄,Cloruro selenioso,Cloruro de selenio (IV),Tetracloruro de selenio
Compuestos Binarios,SeF₄,Fluoruro selenioso,Fluoruro de selenio (IV),Tetrafluoruro de selenio
Compuestos Binarios,SiI₄,Yoduro silícico,Yoduro de silicio (IV),Tetrayoduro de silicio
Compuestos Binarios,SiBr₄,Bromuro silícico,Bromuro de silicio (IV),Tetrabromuro de silicio
Compuestos Binarios,SiCl₄,Cloruro silícico,Cloruro de silicio (IV),Tetracloruro de silicio
Compuestos Binarios,SiF₄,Fluoruro silícico,Fluoruro de silicio (IV),Tetrafluoruro de silicio
Compuestos Binarios,TeI₄,Yoduro teluroso,Yoduro de Teluro (IV),Tetrayoduro de Teluro
Compuestos Binarios,TeBr₄,Bromuro teluroso,Bromuro de Teluro (IV),Tetrabromuro de Teluro
Compuestos Binarios,TeCl₄,Cloruro teluroso,Cloruro de Teluro (IV),Tetracloruro de Teluro
Compuestos Binarios,TeF₄,Fluoruro teluroso,Fluoruro de Teluro (IV),Tetrafluoruro de Teluro
Compuestos Binarios,As₂Te₃,Telururo arsenioso,Telururo de arsénico (III),Tritelururo de diarsénico
Compuestos Binarios,As₂Se₃,Seleniuro arsenioso,Seleniuro de arsénico (III),Triseleniuro de diarsénico
Compuestos Binarios,As₂S₃,Sulfuro arsenioso,Sulfuro de arsénico (III),Trisulfuro de diarsénico
Compuestos Binarios,B₂Te₃,Telururo bórico,Telururo de boro (III),Tritelururo de diboro
Compuestos Binarios,B₂Se₃,Seleniuro bórico,Seleniuro de boro (III),Triseleniuro de diboro
Compuestos Binarios,B₂S₃,Sulfuro bórico,Sulfuro de boro (III),Trisulfuro de diboro
Compuestos Binarios,N₂Te₃,Telururo nitroso,Telururo de nitrógeno (III),Tritelururo de dinitrógeno
Compuestos Binarios,N₂Se₃,Seleniuro nitroso,Seleniuro de nitrógeno (III),Triseleniuro de dinitrógeno
Compuestos Binarios,N₂S₃,Sulfuro nitroso,Sulfuro de nitrógeno (III),Trisulfuro de dinitrógeno
Compuestos Binarios,P₂Te₃,Telururo fosforoso,Telururo de fósforo (III),Tritelururo de difósforo
Compuestos Binarios,P₂Se₃,Seleniuro fosforoso,Seleniuro de fósforo (III),Triseleniuro de difósforo
Compuestos Binarios,P₂S₃,Sulfuro fosforoso,Sulfuro de fósforo (III),Trisulfuro de difósforo
Compuestos Binarios,Sb₂Te₃,Telururo antimonioso,Telururo de antimonio (III),Tritelururo de diantimonio
Compuestos Binarios,Sb₂Se₃,Seleniuro antimonioso,Seleniuro de antimonio (III),Triseleniuro de diantimonio
Compuestos Binarios,Sb₂S₃,Sulfuro antimonioso,Sulfuro de antimonio (III),Trisulfuro de diantimonio
Compuestos Binarios,CTe₂,Telururo carbónico,Telururo de carbono (IV),Ditelururo de carbono
Compuestos Binarios,CSe₂,Seleniuro carbónico,Seleniuro de carbono (IV),Diseleniuro de carbono
Compuestos Binarios,CS₂,Sulfuro carbónico,Sulfuro de carbono (IV),Disulfuro de carbono
Compuestos Binarios,SeS₂,Sulfuro selenioso,Sulfuro de selenio (IV),Disulfuro de selenio
Compuestos Binarios,SiTe₂,Telururo silícico,Telururo de silicio (IV),Ditelururo de silicio
Compuestos Binarios,SiSe₂,Seleniuro silícico,Seleniuro de silicio (IV),Diseleniuro de silicio
Compuestos Binarios,SiS₂,Sulfuro silícico,Sulfuro de silicio (IV),Disulfuro de silicio
Compuestos Binarios,TeSe₂,Seleniuro teluroso,Seleniuro de Teluro (IV),Diseleniuro de Teluro
Compuestos Binarios,TeS₂,Sulfuro teluroso,Sulfuro de Teluro (IV),Disulfuro de Teluro
Compuestos Binarios,AsP,Fosfuro arsenioso,Fosfuro de arsénico (III),Monofosfuro de arsénico
Compuestos Binarios,AsN,Nitruro arsenioso,Nitruro de arsénico (III),Mononitruro de arsénico
Compuestos Binarios,BSb,Antimoniuro bórico,Antimoniuro de boro (III),Monoantimoniuro de boro
Compuestos Binarios,BAs,Arsenuro bórico,Arsenuro de boro (III),Monoarsenuro de boro
Compuestos Binarios,BP,Fosfuro bórico,Fosfuro de boro (III),Monofosfuro de boro
Compuestos Binarios,BN,Nitruro bórico,Nitruro de boro (III),Mononitruro de boro
Compuestos Binarios,PN,Nitruro fosforoso,Nitruro de fósforo (III),Mononitruro de fósforo
Compuestos Binarios,SbAs,Arsenuro antimonioso,Arsenuro de antimonio (III),Monoarsenuro de antimonio
Compuestos Binarios,SbP,Fosfuro antimonioso,Fosfuro de antimonio (III),Monofosfuro de antimonio
Compuestos Binarios,SbN,Nitruro antimonioso,Nitruro de antimonio (III),Mononitruro de antimonio
Compuestos Binarios,C₃Sb₄,Antimoniuro carbónico,Antimoniuro de carbono (IV),Tetraantimoniuro de tricarbono
Compuestos Binarios,C₃As₄,Arsenuro carbónico,Arsenuro de carbono (IV),Tetraarsenuro de tricarbono
Compuestos Binarios,C₃P₄,Fosfuro carbónico,Fosfuro de carbono (IV),Tetrafosfuro de tricarbono
Compuestos Binarios,C₃N₄,Nitruro carbónico,Nitruro de carbono (IV),Tetranitruro de tricarbono
Compuestos Binarios,Si₃Sb₄,Antimoniuro silícico,Antimoniuro de silicio (IV),Tetraantimoniuro de trisilicio
Compuestos Binarios,Si₃As₄,Arsenuro silícico,Arsenuro de silicio (IV),Tetraarsenuro de trisilicio
Compuestos Binarios,Si₃P₄,Fosfuro silícico,Fosfuro de silicio (IV),Tetrafosfuro de trisilicio
Compuestos Binarios,Si₃N₄,Nitruro silícico,Nitruro de silicio (IV),Tetranitruro de trisilicio
Compuestos Binarios,B₄Si₃,Siliciuro bórico,Siliciuro de boro (III),Trisiliciuro de tetraboro
Compuestos Binarios,B₄C₃,Carburo bórico,Carburo de boro (III),Tricarburo de tetraboro
Compuestos Binarios,SiC,Carburo silícico,Carburo de silicio (IV),Monocarburo de silicio
Hidróxidos,AgOH,Hidróxido argéntico,Hidróxido de plata,Monohidróxido de plata
Hidróxidos,AuOH,Hidróxido auroso,Hidróxido de oro (I),Monohidróxido de oro
Hidróxidos,CsOH,Hidróxido césico,Hidróxido de cesio,Monohidróxido de cesio
Hidróxidos,CuOH,Hidróxido cuproso,Hidróxido de cobre (I),Monohidróxido de cobre
Hidróxidos,FrOH,Hidróxido fráncico,Hidróxido de francio,Monohidróxido de francio
Hidróxidos,HgOH,Hidróxido mercurioso,Hidróxido de mercurio (I),Monohidróxido de mercurio
Hidróxidos,KOH,Hidróxido potásico,Hidróxido de potasio,Monohidróxido de potasio
Hidróxidos,LiOH,Hidróxido lítico,Hidróxido de litio,Monohidróxido de litio
Hidróxidos,NaOH,Hidróxido sódico,Hidróxido de sodio,Monohidróxido de sodio
Hidróxidos,RbOH,Hidróxido rubídico,Hidróxido de rubidio,Monohidróxido de rubidio
Hidróxidos,TlOH,Hidróxido talioso,Hidróxido de talio (I),Monohidróxido de talio
Hidróxidos,Ba(OH)₂,Hidróxido bárico,Hidróxido de bario,Dihidróxido de bario
Hidróxidos,Be(OH)₂,Hidróxido berílico,Hidróxido de berilio,Dihidróxido de berilio
Hidróxidos,Ca(OH)₂,Hidróxido cálcico,Hidróxido de calcio,Dihidróxido de calcio
Hidróxidos,Cd(OH)₂,Hidróxido cádmico,Hidróxido de cadmio,Dihidróxido de cadmio
Hidróxidos,Co(OH)₂,Hidróxido cobaltoso,Hidróxido de cobalto (II),Dihidróxido de cobalto
Hidróxidos,Cr(OH)₂,Hidróxido cromoso,Hidróxido de cromo (II),Dihidróxido de cromo
Hidróxidos,Cu(OH)₂,Hidróxido cúprico,Hidróxido de cobre (II),Dihidróxido de cobre
Hidróxidos,Fe(OH)₂,Hidróxido ferroso,Hidróxido de hierro (II),Dihidróxido de hierro
Hidróxidos,Hg(OH)₂,Hidróxido mercúrico,Hidróxido de mercurio (II),Dihidróxido de mercurio
Hidróxidos,Mg(OH)₂,Hidróxido magnésico,Hidróxido de magnesio,Dihidróxido de magnesio
Hidróxidos,Mn(OH)₂,Hidróxido manganoso,Hidróxido de manganeso (II),Dihidróxido de manganeso
Hidróxidos,Ni(OH)₂,Hidróxido niqueloso,Hidróxido de níquel (II),Dihidróxido de níquel
Hidróxidos,Pb(OH)₂,Hidróxido plumboso,Hidróxido de plomo (II),Dihidróxido de plomo
Hidróxidos,Pd(OH)₂,Hidróxido paladioso,Hidróxido de paladio (II),Dihidróxido de paladio
Hidróxidos,Pt(OH)₂,Hidróxido platinoso,Hidróxido de platino (II),Dihidróxido de platino
Hidróxidos,Ra(OH)₂,Hidróxido radico,Hidróxido de radio,Dihidróxido de radio
Hidróxidos,Sn(OH)₂,Hidróxido estannoso,Hidróxido de estaño (II),Dihidróxido de estaño
Hidróxidos,Sr(OH)₂,Hidróxido estróncico,Hidróxido de estroncio,Dihidróxido de estroncio
Hidróxidos,Ti(OH)₂,Hidróxido titanoso,Hidróxido de titanio (II),Dihidróxido de titanio
Hidróxidos,V(OH)₂,Hidróxido hipovanadoso,Hidróxido de vanadio (II),Dihidróxido de vanadio
Hidróxidos,Zn(OH)₂,Hidróxido cíncico,Hidróxido de cinc,Dihidróxido de cinc
Hidróxidos,Al(OH)₃,Hidróxido alumínico,Hidróxido de aluminio,Trihidróxido de aluminio
Hidróxidos,Au(OH)₃,Hidróxido áurico,Hidróxido de oro (III),Trihidróxido de oro
Hidróxidos,Co(OH)₃,Hidróxido cobáltico,Hidróxido de cobalto (III),Trihidróxido de cobalto
Hidróxidos,Cr(OH)₃,Hidróxido crómico,Hidróxido de cromo (III),Trihidróxido de cromo
Hidróxidos,Fe(OH)₃,Hidróxido férrico,Hidróxido de hierro (III),Trihidróxido de hierro
Hidróxidos,Ga(OH)₃,Hidróxido gálico,Hidróxido de galio (III),Trihidróxido de galio
Hidróxidos,In(OH)₃,Hidróxido índico,Hidróxido de indio (III),Trihidróxido de indio
Hidróxidos,Mn(OH)₃,Hidróxido mangánico,Hidróxido de manganeso (III),Trihidróxido de manganeso
Hidróxidos,Ni(OH)₃,Hidróxido niquélico,Hidróxido de níquel (III),Trihidróxido de diníquel
Hidróxidos,Sc(OH)₃,Hidróxido escándico,Hidróxido de escandio,Trihidróxido de escandio
Hidróxidos,Tl(OH)₃,Hidróxido tálico,Hidróxido de talio (III),Trihidróxido de talio
Hidróxidos,V(OH)₃,Hidróxido vanadoso,Hidróxido de vanadio (III),Trihidróxido de vanadio
Hidróxidos,Pb(OH)₄,Hidróxido plúmbico,Hidróxido de plomo (IV),Tetrahidróxido de plomo
Hidróxidos,Pd(OH)₄,Hidróxido paládico,Hidróxido de paladio (IV),Tetrahidróxido de paladio
Hidróxidos,Pt(OH)₄,Hidróxido platínico,Hidróxido de platino (IV),Tetrahidróxido de platino
Hidróxidos,Sn(OH)₄,Hidróxido estánnico,Hidróxido de estaño (IV),Tetrahidróxido de estaño
Hidróxidos,V(OH)₄,Hidróxido vanádico,Hidróxido de vanadio (IV),Tetrahidróxido de vanadio
Hidróxidos,Ti(OH)₄,Hidróxido per-titánico,Hidróxido de titanio (IV),Tetrahidróxido de titanio
Hidruros,CH₄,Metano,Hidruro de carbono (IV),Tetrahidruro de carbono
Hidruros,SiH₄,Silano,Hidruro de silicio (IV),Tetrahidruro de silicio
Hidruros,AsH₃,Arsano,Hidruro de arsénico (III),Trihidruro de arsénico
Hidruros,BH₃,Borano,Hidruro de boro (III),Trihidruro de boro
Hidruros,NH₃,Amoniaco,Hidruro de nitrógeno (III),Trihidruro de nitrógeno
Hidruros,PH₃,Fosfano,Hidruro de fósforo (III),Trihidruro de fósforo
Hidruros,SbH₃,Estibano,Hidruro de antimonio (III),Trihidruro de antimonio
Hidruros,H₂S,Ácido sulfhídrico (ac.),Sulfuro de hidrógeno,Dihidruro de azufre
Hidruros,H₂Se,Ácido selenhídrico (en disolución),Seleniuro de hidrógeno,Dihidruro de selenio
Hidruros,H₂Te,Ácido telurhídrico (en disolución),Telururo de hidrógeno,Dihidruro de teluro
Hidruros,AuH,Hidruro auroso,Hidruro de oro (I),Monohidruro de oro
Hidruros,HBr,Ácido bromhídrico,Bromuro de hidrógeno,Monobromuro de hidrógeno
Hidruros,HCl,Ácido clorhídrico,Cloruro de hidrógeno,Monocloruro de hidrógeno
Hidruros,CuH,Hidruro cuproso,Hidruro de cobre (I),Monohidruro de cobre
Hidruros,Hg₂H₂,Hidruro mercurioso,Hidruro de mercurio (I),Dihidruro de dimercurio
Hidruros,HI,Ácido yodhídrico,Yoduro de hidrógeno,Monoyoduro de hidrógeno
Hidruros,KH,Hidruro potásico,Hidruro de potasio,Monohidruro de potasio
Hidruros,LiH,Hidruro lítico,Hidruro de litio,Monohidruro de litio
Hidruros,NaH,Hidruro sódico,Hidruro de sodio,Monohidruro de sodio
Hidruros,CaH₂,Hidruro cálcico,Hidruro de calcio,Dihidruro de calcio
Hidruros,CuH₂,Hidruro cúprico,Hidruro de cobre (II),Dihidruro de cobre
Hidruros,HgH₂,Hidruro mercúrico,Hidruro de mercurio (II),Dihidruro de mercurio
Hidruros,MgH₂,Hidruro magnésico,Hidruro de magnesio,Dihidruro de magnesio
Hidruros,PbH₂,Hidruro plumboso,Hidruro de plomo (II),Dihidruro de plomo
Hidruros,SnH₂,Hidruro estannoso,Hidruro de estaño (II),Dihidruro de estaño
Hidruros,ZnH₂,Hidruro cíncico,Hidruro de cinc,Dihidruro de cinc
Hidruros,AlH₃,Hidruro alumínico,Hidruro de aluminio,Trihidruro de aluminio
Hidruros,AuH₃,Hidruro áurico,Hidruro de oro (III),Trihidruro de oro
Hidruros,PbH₄,Hidruro plúmbico,Hidruro de plomo (IV),Tetrahidruro de plomo
Hidruros,SnH₄,Hidruro estánnico,Hidruro de estaño (IV),Tetrahidruro de estaño
Óxidos,TiO,Óxido titanoso,Óxido de titanio (II),Monóxido de titanio
Óxidos,Ag₂O,Óxido argéntico,Óxido de plata,Monóxido de diplata
Óxidos,Au₂O,Óxido auroso,Óxido de oro (I),Monóxido de dioro
Óxidos,Br₂O,Anhídrido hipobromoso,Óxido de bromo (I),Monóxido de dibromo
Óxidos,Cl₂O,Anhídrido hipocloroso,Óxido de cloro (I),Monóxido de dicloro
Óxidos,Cs₂O,Óxido césico,Óxido de cesio,Monóxido de dicesio
Óxidos,Cu₂O,Óxido cuproso,Óxido de cobre (I),Monóxido de dicobre
Óxidos,Fr₂O,Óxido fráncico,Óxido de francio,Monóxido de difrancio
Óxidos,Hg₂O,Óxido mercurioso,Óxido de mercurio (I),Monóxido de dimercurio
Óxidos,I₂O,Anhídrido hipoyodoso,Óxido de yodo (I),Monóxido de diyodo
Óxidos,K₂O,Óxido potásico,Óxido de potasio,Monóxido de dipotasio
Óxidos,Li₂O,Óxido lítico,Óxido de litio,Monóxido de dilitio
Óxidos,N₂O,Óxido nitroso (o Hipo-oso),Óxido de nitrógeno (I),Monóxido de dinitrógeno
Óxidos,Na₂O,Óxido sódico,Óxido de sodio,Monóxido de disodio
Óxidos,Rb₂O,Óxido rubídico,Óxido de rubidio,Monóxido de dirubidio
Óxidos,Tl₂O,Óxido talioso,Óxido de talio (I),Monóxido de ditalio
Óxidos,BaO,Óxido bárico,Óxido de bario,Monóxido de bario
Óxidos,BeO,Óxido berílico,Óxido de berilio,Monóxido de berilio
Óxidos,CO,Anhídrido carbonoso,Óxido de carbono (II),Monóxido de carbono
Óxidos,CaO,Óxido cálcico,Óxido de calcio,Monóxido de calcio
Óxidos,CdO,Óxido cádmico,Óxido de cadmio,Monóxido de cadmio
Óxidos,CoO,Óxido cobaltoso,Óxido de cobalto (II),Monóxido de cobalto
Óxidos,CrO,Óxido cromoso,Óxido de cromo (II),Monóxido de cromo
Óxidos,CuO,Óxido cúprico,Óxido de cobre (II),Monóxido de cobre
Óxidos,FeO,Óxido ferroso,Óxido de hierro (II),Monóxido de hierro
Óxidos,HgO,Óxido mercúrico,Óxido de mercurio (II),Monóxido de mercurio
Óxidos,MgO,Óxido magnésico,Óxido de magnesio,Monóxido de magnesio
Óxidos,MnO,Óxido manganoso,Óxido de manganeso (II),Monóxido de manganeso
Óxidos,NO,Óxido nítrico,Óxido de nitrógeno (II),Monóxido de nitrógeno
Óxidos,NiO,Óxido niqueloso,Óxido de níquel (II),Monóxido de níquel
Óxidos,PbO,Óxido plumboso,Óxido de plomo (II),Monóxido de plomo
Óxidos,PdO,Óxido paladioso,Óxido de paladio (II),Monóxido de paladio
Óxidos,PtO,Óxido platinoso,Óxido de platino (II),Monóxido de platino
Óxidos,RaO,Óxido radico,Óxido de radio,Monóxido de radio
Óxidos,SO,Anhídrido hiposulfuroso,Óxido de azufre (II),Monóxido de azufre
Óxidos,SeO,Anhídrido hiposelenioso,Óxido de selenio (II),Monóxido de selenio
Óxidos,SnO,Óxido estannoso,Óxido de estaño (II),Monóxido de estaño
Óxidos,SrO,Óxido estróncico,Óxido de estroncio,Monóxido de estroncio
Óxidos,TeO,Anhídrido hipoteluroso,Óxido de teluro (II),Monóxido de teluro
Óxidos,VO,Óxido hipovanadoso,Óxido de vanadio (II),Monóxido de vanadio
Óxidos,ZnO,Óxido cíncico,Óxido de cinc,Monóxido de cinc
Óxidos,Al₂O₃,Óxido alumínico,Óxido de aluminio,Trióxido de dialuminio
Óxidos,As₂O₃,Anhídrido arsenioso,Óxido de arsénico (III),Trióxido de diarsénico
Óxidos,Au₂O₃,Óxido áurico,Óxido de oro (III),Trióxido de dioro
Óxidos,B₂O₃,Anhídrido bórico,Óxido de boro,Trióxido de diboro
Óxidos,Br₂O₃,Anhídrido bromoso,Óxido de bromo (III),Trióxido de dibromo
Óxidos,Cl₂O₃,Anhídrido cloroso,Óxido de cloro (III),Trióxido de dicloro
Óxidos,Co₂O₃,Óxido cobáltico,Óxido de cobalto (III),Trióxido de dicobalto
Óxidos,Cr₂O₃,Óxido crómico,Óxido de cromo (III),Trióxido de dicromo
Óxidos,Fe₂O₃,Óxido férrico,Óxido de hierro (III),Trióxido de dihierro
Óxidos,Ga₂O₃,Óxido gálico,Óxido de galio,Trióxido de digalio
Óxidos,I₂O₃,Anhídrido yodoso,Óxido de yodo (III),Trióxido de diyodo
Óxidos,In₂O₃,Óxido índico,Óxido de indio,Trióxido de diindio
Óxidos,Mn₂O₃,Óxido mangánico,Óxido de manganeso (III),Trióxido de dimanganeso
Óxidos,N₂O₃,Anhídrido nitroso,Óxido de nitrógeno (III),Trióxido de dinitrógeno
Óxidos,Ni₂O₃,Óxido niquélico,Óxido de níquel (III),Trióxido de diníquel
Óxidos,P₂O₃,Anhídrido fosforoso,Óxido de fósforo (III),Trióxido de difósforo
Óxidos,Sb₂O₃,Anhídrido antimonioso,Óxido de antimonio (III),Trióxido de diantimonio
Óxidos,Sc₂O₃,Óxido escándico,Óxido de escandio,Trióxido de diescandio
Óxidos,Tl₂O₃,Óxido tálico,Óxido de talio (III),Trióxido de ditalio
Óxidos,V₂O₃,Óxido vanadoso,Óxido de vanadio (III),Trióxido de divanadio
Óxidos,CO₂,Anhídrido carbónico,Óxido de carbono (IV),Dióxido de carbono
Óxidos,MnO₂,Dióxido de manganeso,Óxido de manganeso (IV),Dióxido de manganeso
Óxidos,PbO₂,Óxido plúmbico,Óxido de plomo (IV),Dióxido de plomo
Óxidos,PdO₂,Óxido paládico,Óxido de paladio (IV),Dióxido de paladio
Óxidos,PtO₂,Óxido platínico,Óxido de platino (IV),Dióxido de platino
Óxidos,SO₂,Anhídrido sulfuroso,Óxido de azufre (IV),Dióxido de azufre
Óxidos,SeO₂,Anhídrido selenioso,Óxido de selenio (IV),Dióxido de selenio
Óxidos,SiO₂,Anhídrido silícico,Óxido de silicio (IV),Dióxido de silicio
Óxidos,SnO₂,Óxido estannico,Óxido de estaño (IV),Dióxido de estaño
Óxidos,TeO₂,Anhídrido teluroso,Óxido de teluro (IV),Dióxido de teluro
Óxidos,VO₂,Óxido vanádico,Óxido de vanadio (IV),Dióxido de vanadio
Óxidos,As₂O₅,Anhídrido arsénico,Óxido de arsénico (V),Pentóxido de diarsénico
Óxidos,Br₂O₅,Anhídrido brómico,Óxido de bromo (V),Pentóxido de dibromo
Óxidos,Cl₂O₅,Anhídrido clórico,Óxido de cloro (V),Pentóxido de dicloro
Óxidos,I₂O₅,Anhídrido yódico,Óxido de yodo (V),Pentóxido de diyodo
Óxidos,N₂O₅,Anhídrido nítrico,Óxido de nitrógeno (V),Pentóxido de dinitrógeno
Óxidos,P₂O₅,Anhídrido fosfórico,Óxido de fósforo (V),Pentóxido de difósforo
Óxidos,Sb₂O₅,Anhídrido antimónico,Óxido de antimonio (V),Pentóxido de diantimonio
Óxidos,V₂O₅,Anhídrido pervanádico,Óxido de vanadio (V),Pentóxido de divanadio
Óxidos,CrO₃,Anhídrido crómico,Óxido de cromo (VI),Trióxido de cromo
Óxidos,MnO₃,Anhídrido mangánico,Óxido de manganeso (VI),Trióxido de manganeso
Óxidos,SO₃,Anhídrido sulfúrico,Óxido de azufre (VI),Trióxido de azufre
Óxidos,SeO₃,Anhídrido selénico,Óxido de selenio (VI),Trióxido de selenio
Óxidos,TeO₃,Anhídrido telúrico,Óxido de teluro (VI),Trióxido de teluro
Óxidos,Br₂O₇,Anhídrido perbrómico,Óxido de bromo (VII),Heptóxido de dibromo
Óxidos,Cl₂O₇,Anhídrido perclórico,Óxido de cloro (VII),Heptóxido de dicloro
Óxidos,I₂O₇,Anhídrido peryódico,Óxido de yodo (VII),Heptóxido de diyodo
Óxidos,Mn₂O₇,Anhídrido permangánico,Óxido de manganeso (VII),Heptóxido de dimanganeso
Óxidos,TiO₂,Óxido titánico / bióxido,Óxido de titanio (IV),Dióxido de titanio
Oxoácidos,HClO,Ácido hipocloroso,Ácido oxoclórico (I),Oxoclorato (I) de hidrógeno
Oxoácidos,HClO₂,Ácido cloroso,Ácido dioxoclórico (III),Dioxoclorato (III) de hidrógeno
Oxoácidos,HClO₃,Ácido clórico,Ácido trioxoclórico (V),Trioxoclorato (V) de hidrógeno
Oxoácidos,HClO₄,Ácido perclórico,Ácido tetraoxoclórico (VII),Tetraoxoclorato (VII) de hidrógeno
Oxoácidos,HBrO,Ácido hipobromoso,Ácido oxobromico (I),Oxobromato (I) de hidrógeno
Oxoácidos,HBrO₂,Ácido bromoso,Ácido dioxobromico (III),Dioxobromato (III) de hidrógeno
Oxoácidos,HBrO₃,Ácido brómico,Ácido trioxobromico (V),Trioxobromato (V) de hidrógeno
Oxoácidos,HBrO₄,Ácido perbrómico,Ácido tetraoxobromico (VII),Tetraoxobromato (VII) de hidrógeno
Oxoácidos,HIO,Ácido hipoyodoso,Ácido oxoyodico (I),Oxoyodato (I) de hidrógeno
Oxoácidos,HIO₂,Ácido yodoso,Ácido dioxoyodico (III),Dioxoyodato (III) de hidrógeno
Oxoácidos,HIO₃,Ácido yódico,Ácido trioxoyodico (V),Trioxoyodato (V) de hidrógeno
Oxoácidos,HIO₄,Ácido peryódico,Ácido tetraoxoyodico (VII),Tetraoxoyodato (VII) de hidrógeno
Oxoácidos,H₂SO₃,Ácido sulfuroso,Ácido trioxosulfúrico (IV),Trioxosulfato (IV) de hidrógeno
Oxoácidos,H₂SO₄,Ácido sulfúrico,Ácido tetraoxosulfúrico (VI),Tetraoxosulfato (VI) de hidrógeno
Oxoácidos,H₂SeO₃,Ácido selenioso,Ácido trioxoselénico (IV),Trioxoseleniato (IV) de hidrógeno
Oxoácidos,H₂SeO₄,Ácido selénico,Ácido tetraoxoselénico (VI),Tetraoxoseleniato (VI) de hidrógeno
Oxoácidos,H₂TeO₃,Ácido teluroso,Ácido trioxotelúrico (IV),Trioxotelurato (IV) de hidrógeno
Oxoácidos,H₂TeO₄,Ácido telúrico,Ácido tetraoxotelúrico (VI),Tetraoxotelurato (VI) de hidrógeno
Oxoácidos,HNO₂,Ácido nitroso,Ácido dioxonítrico (III),Dioxonitrato (III) de hidrógeno
Oxoácidos,HNO₃,Ácido nítrico,Ácido trioxonítrico (V),Trioxonitrato (V) de hidrógeno
